window_size,hash,ham_distance,similarity,error,blast_output
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,0,100.0,0.000000,100
4,Boost,6,90.625,8.265000,98.89
4,Boost,3,95.3125,3.577500,98.89
4,Boost,3,95.3125,3.017500,98.33
4,Boost,3,95.3125,3.017500,98.33
4,Boost,5,92.1875,5.592500,97.78
4,Boost,16,75.0,25.000000,100
4,Boost,2,96.875,0.395000,97.27
4,Boost,2,96.875,0.855000,97.73
4,Boost,14,78.125,14.095000,92.22
4,Boost,9,85.9375,7.952500,93.89
4,Boost,9,85.9375,7.952500,93.89
4,Boost,10,84.375,9.515000,93.89
4,Boost,1,98.4375,1.562500,100
4,Boost,2,96.875,3.125000,100
4,Boost,15,76.5625,15.107500,91.67
4,Boost,15,76.5625,15.107500,91.67
4,Boost,8,87.5,5.830000,93.33
4,Boost,11,82.8125,8.857500,91.67
4,Boost,11,82.8125,8.857500,91.67
4,Boost,11,82.8125,8.857500,91.67
4,Boost,11,82.8125,8.857500,91.67
4,Boost,11,82.8125,8.857500,91.67
4,Boost,11,82.8125,8.857500,91.67
4,Boost,11,82.8125,8.857500,91.67
4,Boost,11,82.8125,8.857500,91.67
4,Boost,11,82.8125,8.857500,91.67
4,Boost,11,82.8125,8.857500,91.67
4,Boost,11,82.8125,8.857500,91.67
4,Boost,11,82.8125,8.857500,91.67
4,Boost,11,82.8125,8.857500,91.67
4,Boost,12,81.25,11.530000,92.78
4,Boost,12,81.25,11.530000,92.78
4,Boost,10,84.375,8.955000,93.33
4,Boost,10,84.375,8.955000,93.33
4,Boost,10,84.375,7.295000,91.67
4,Boost,10,84.375,7.295000,91.67
4,Boost,10,84.375,7.295000,91.67
4,Boost,10,84.375,7.295000,91.67
4,Boost,10,84.375,7.295000,91.67
4,Boost,10,84.375,7.295000,91.67
4,Boost,10,84.375,7.295000,91.67
4,Boost,10,84.375,7.295000,91.67
4,Boost,10,84.375,7.295000,91.67
4,Boost,10,84.375,7.295000,91.67
4,Boost,10,84.375,7.295000,91.67
4,Boost,10,84.375,7.295000,91.67
4,Boost,10,84.375,7.295000,91.67
4,Boost,10,84.375,7.295000,91.67
4,Boost,10,84.375,7.295000,91.67
4,Boost,10,84.375,7.295000,91.67
4,Boost,10,84.375,7.295000,91.67
4,Boost,10,84.375,7.295000,91.67
4,Boost,10,84.375,7.295000,91.67
4,Boost,10,84.375,7.295000,91.67
4,Boost,10,84.375,7.295000,91.67
4,Boost,10,84.375,7.295000,91.67
4,Boost,10,84.375,7.295000,91.67
4,Boost,10,84.375,7.295000,91.67
4,Boost,10,84.375,7.295000,91.67
4,Boost,10,84.375,7.295000,91.67
4,Boost,14,78.125,13.545000,91.67
4,Boost,10,84.375,7.295000,91.67
4,Boost,10,84.375,7.295000,91.67
4,Boost,9,85.9375,5.732500,91.67
4,Boost,9,85.9375,5.732500,91.67
4,Boost,9,85.9375,5.732500,91.67
4,Boost,9,85.9375,5.732500,91.67
4,Boost,9,85.9375,5.732500,91.67
4,Boost,9,85.9375,5.732500,91.67
4,Boost,9,85.9375,5.732500,91.67
4,Boost,9,85.9375,5.732500,91.67
4,Boost,12,81.25,11.530000,92.78
4,Boost,11,82.8125,8.857500,91.67
4,Boost,12,81.25,9.860000,91.11
4,Boost,12,81.25,9.860000,91.11
4,Boost,12,81.25,10.420000,91.67
4,Boost,15,76.5625,14.547500,91.11
4,Boost,15,76.5625,14.547500,91.11
4,Boost,15,76.5625,14.547500,91.11
4,Boost,15,76.5625,14.547500,91.11
4,Boost,15,76.5625,14.547500,91.11
4,Boost,15,76.5625,14.547500,91.11
4,Boost,8,87.5,5.280000,92.78
4,Boost,15,76.5625,17.877500,94.44
4,Boost,10,84.375,6.185000,90.56
4,Boost,14,78.125,11.875000,90
4,Boost,11,82.8125,8.857500,91.67
4,Boost,14,78.125,12.435000,90.56
4,Boost,10,84.375,6.735000,91.11
4,Boost,12,81.25,9.310000,90.56
4,Boost,14,78.125,12.985000,91.11
4,Boost,24,62.5,29.170000,91.67
4,Boost,18,71.875,19.795000,91.67
4,Boost,14,78.125,21.875000,100
4,Boost,14,78.125,13.545000,91.67
4,Boost,16,75.0,16.670000,91.67
4,Boost,16,75.0,16.670000,91.67
4,Boost,16,75.0,16.670000,91.67
4,Boost,16,75.0,16.670000,91.67
4,Boost,17,73.4375,18.232500,91.67
4,Boost,17,73.4375,18.232500,91.67
4,Boost,17,73.4375,18.232500,91.67
4,Boost,17,73.4375,17.672500,91.11
4,Boost,17,73.4375,17.672500,91.11
4,Boost,17,73.4375,17.672500,91.11
4,Boost,17,73.4375,17.672500,91.11
4,Boost,17,73.4375,17.672500,91.11
4,Boost,11,82.8125,7.187500,90
4,Boost,14,78.125,12.985000,91.11
4,Boost,13,79.6875,10.312500,90
4,Boost,8,87.5,3.060000,90.56
4,Boost,8,87.5,9.070000,96.57
4,Boost,14,78.125,11.875000,90
4,Boost,14,78.125,11.875000,90
4,Boost,25,60.9375,30.732500,91.67
4,Boost,13,79.6875,10.312500,90
4,Boost,12,81.25,8.750000,90
4,Boost,11,82.8125,7.187500,90
4,Boost,11,82.8125,7.187500,90
4,Boost,11,82.8125,7.187500,90
4,Boost,15,76.5625,13.437500,90
4,Boost,15,76.5625,13.437500,90
4,Boost,15,76.5625,13.437500,90
4,Boost,15,76.5625,13.437500,90
4,Boost,15,76.5625,13.437500,90
4,Boost,15,76.5625,13.437500,90
4,Boost,15,76.5625,13.437500,90
4,Boost,15,76.5625,13.437500,90
4,Boost,15,76.5625,13.437500,90
4,Boost,15,76.5625,13.437500,90
4,Boost,15,76.5625,13.437500,90
4,Boost,15,76.5625,13.437500,90
4,Boost,15,76.5625,13.437500,90
4,Boost,15,76.5625,13.437500,90
4,Boost,15,76.5625,13.437500,90
4,Boost,15,76.5625,13.437500,90
4,Boost,15,76.5625,13.437500,90
4,Boost,15,76.5625,13.437500,90
4,Boost,15,76.5625,13.437500,90
4,Boost,15,76.5625,13.437500,90
4,Boost,10,84.375,5.625000,90
4,Boost,13,79.6875,10.312500,90
4,Boost,13,79.6875,10.312500,90
4,Boost,16,75.0,15.560000,90.56
4,Boost,16,75.0,15.560000,90.56
4,Boost,13,79.6875,9.752500,89.44
4,Boost,11,82.8125,6.077500,88.89
4,Boost,12,81.25,9.310000,90.56
4,Boost,13,79.6875,10.312500,90
4,Boost,13,79.6875,10.312500,90
4,Boost,13,79.6875,10.312500,90
4,Boost,13,79.6875,10.312500,90
4,Boost,13,79.6875,10.312500,90
4,Boost,13,79.6875,10.312500,90
4,Boost,13,79.6875,10.312500,90
4,Boost,13,79.6875,10.312500,90
4,Boost,13,79.6875,10.312500,90
4,Boost,13,79.6875,10.312500,90
4,Boost,13,79.6875,10.312500,90
4,Boost,13,79.6875,10.312500,90
4,Boost,13,79.6875,10.312500,90
4,Boost,15,76.5625,13.437500,90
4,Boost,13,79.6875,10.312500,90
4,Boost,14,78.125,11.315000,89.44
4,Boost,14,78.125,11.315000,89.44
4,Boost,13,79.6875,9.752500,89.44
4,Boost,10,84.375,5.185000,89.56
4,Boost,12,81.25,8.750000,90
4,Boost,15,76.5625,12.877500,89.44
4,Boost,15,76.5625,12.877500,89.44
4,Boost,15,76.5625,12.877500,89.44
4,Boost,15,76.5625,12.877500,89.44
4,Boost,13,79.6875,10.252500,89.94
4,Boost,4,93.75,6.250000,100
4,Boost,15,76.5625,12.877500,89.44
4,Boost,15,76.5625,12.877500,89.44
4,Boost,15,76.5625,12.877500,89.44
4,Boost,15,76.5625,12.877500,89.44
4,Boost,14,78.125,9.985000,88.11
4,Boost,12,81.25,10.230000,91.48
4,Boost,13,79.6875,9.752500,89.44
4,Boost,15,76.5625,12.827500,89.39
4,Boost,17,73.4375,14.672500,88.11
4,Boost,13,79.6875,10.202500,89.89
4,Boost,13,79.6875,9.202500,88.89
4,Boost,15,76.5625,12.327500,88.89
4,Boost,15,76.5625,12.327500,88.89
4,Boost,17,73.4375,14.832500,88.27
4,Boost,17,73.4375,14.832500,88.27
4,Boost,21,67.1875,21.702500,88.89
4,Boost,12,81.25,4.460000,85.71
4,Boost,7,89.0625,10.317500,99.38
4,Boost,15,76.5625,10.587500,87.15
4,Boost,20,68.75,22.920000,91.67
4,Boost,17,73.4375,13.232500,86.67
4,Boost,12,81.25,6.460000,87.71
4,Boost,18,71.875,19.085000,90.96
4,Boost,10,84.375,5.785000,90.16
4,Boost,10,84.375,5.785000,90.16
4,Boost,12,81.25,5.900000,87.15
4,Boost,12,81.25,5.900000,87.15
4,Boost,12,81.25,5.900000,87.15
4,Boost,12,81.25,5.900000,87.15
4,Boost,7,89.0625,10.937500,100
4,Boost,16,75.0,12.710000,87.71
4,Boost,17,73.4375,18.132500,91.57
4,Boost,5,92.1875,0.617500,91.57
4,Boost,16,75.0,12.150000,87.15
4,Boost,15,76.5625,11.147500,87.71
4,Boost,15,76.5625,11.147500,87.71
4,Boost,15,76.5625,10.027500,86.59
4,Boost,10,84.375,13.765000,98.14
4,Boost,9,85.9375,12.812500,98.75
4,Boost,9,85.9375,12.812500,98.75
4,Boost,9,85.9375,12.812500,98.75
4,Boost,9,85.9375,12.812500,98.75
4,Boost,9,85.9375,12.812500,98.75
4,Boost,9,85.9375,12.812500,98.75
4,Boost,5,92.1875,7.192500,99.38
4,Boost,10,84.375,13.745000,98.12
4,Boost,8,87.5,12.500000,100
4,Boost,8,87.5,12.500000,100
4,Boost,8,87.5,12.500000,100
4,Boost,15,76.5625,22.187500,98.75
4,Boost,13,79.6875,6.902500,86.59
4,Boost,16,75.0,25.000000,100
4,Boost,14,78.125,21.875000,100
4,Boost,20,68.75,31.250000,100
4,Boost,15,76.5625,9.547500,86.11
4,Boost,15,76.5625,9.467500,86.03
4,Boost,15,76.5625,9.467500,86.03
4,Boost,20,68.75,16.720000,85.47
4,Boost,15,76.5625,8.907500,85.47
4,Boost,17,73.4375,13.492500,86.93
4,Boost,17,73.4375,12.032500,85.47
4,Boost,17,73.4375,11.482500,84.92
4,Boost,15,76.5625,8.907500,85.47
4,Boost,15,76.5625,8.907500,85.47
4,Boost,13,79.6875,5.312500,85
4,Boost,8,87.5,11.240000,98.74
4,Boost,17,73.4375,12.032500,85.47
4,Boost,18,71.875,12.565000,84.44
4,Boost,21,67.1875,30.952500,98.14
4,Boost,17,73.4375,12.122500,85.56
4,Boost,19,70.3125,14.127500,84.44
4,Boost,19,70.3125,14.127500,84.44
4,Boost,21,67.1875,18.842500,86.03
4,Boost,20,68.75,17.280000,86.03
4,Boost,20,68.75,17.280000,86.03
4,Boost,20,68.75,17.280000,86.03
4,Boost,20,68.75,17.280000,86.03
4,Boost,13,79.6875,5.872500,85.56
4,Boost,13,79.6875,5.232500,84.92
4,Boost,12,81.25,8.190000,89.44
4,Boost,15,76.5625,7.877500,84.44
4,Boost,15,76.5625,7.877500,84.44
4,Boost,15,76.5625,7.877500,84.44
4,Boost,15,76.5625,7.877500,84.44
4,Boost,15,76.5625,8.357500,84.92
4,Boost,16,75.0,9.440000,84.44
4,Boost,16,75.0,9.440000,84.44
4,Boost,9,85.9375,10.952500,96.89
4,Boost,18,71.875,13.125000,85
4,Boost,14,78.125,6.315000,84.44
4,Boost,15,76.5625,7.327500,83.89
4,Boost,16,75.0,9.440000,84.44
4,Boost,16,75.0,9.440000,84.44
4,Boost,11,82.8125,14.687500,97.5
4,Boost,11,82.8125,14.077500,96.89
4,Boost,12,81.25,4.220000,85.47
4,Boost,17,73.4375,10.452500,83.89
4,Boost,18,71.875,14.315000,86.19
4,Boost,11,82.8125,14.077500,96.89
4,Boost,15,76.5625,7.877500,84.44
4,Boost,15,76.5625,7.877500,84.44
4,Boost,15,76.5625,7.877500,84.44
4,Boost,15,76.5625,7.877500,84.44
4,Boost,17,73.4375,13.772500,87.21
4,Boost,15,76.5625,7.327500,83.89
4,Boost,15,76.5625,7.327500,83.89
4,Boost,20,68.75,15.140000,83.89
4,Boost,20,68.75,15.140000,83.89
4,Boost,12,81.25,4.310000,85.56
4,Boost,12,81.25,2.080000,83.33
4,Boost,14,78.125,5.205000,83.33
4,Boost,14,78.125,5.205000,83.33
4,Boost,14,78.125,5.205000,83.33
4,Boost,14,78.125,5.205000,83.33
4,Boost,14,78.125,5.205000,83.33
4,Boost,14,78.125,5.205000,83.33
4,Boost,16,75.0,8.890000,83.89
4,Boost,16,75.0,8.890000,83.89
4,Boost,14,78.125,5.205000,83.33
4,Boost,24,62.5,36.250000,98.75
4,Boost,17,73.4375,11.482500,84.92
4,Boost,7,89.0625,9.667500,98.73
4,Boost,12,81.25,1.530000,82.78
4,Boost,12,81.25,1.530000,82.78
4,Boost,12,81.25,1.530000,82.78
4,Boost,14,78.125,5.205000,83.33
